transaction_id,customer_id,amount,date
2d9eaaca-fdb0-44fd-abd3-772f1bc8c048,CUST_0160,320.49,2025-06-21 04:08:14.923754
dcd3dbcf-675b-49ad-a978-112047e1c542,CUST_0026,19.41,2025-07-04 19:31:14.923754
d3a3b6c4-0061-4c42-a7b7-67dcf776426f,CUST_0124,26.82,2026-02-20 23:44:14.923754
7c91ddb1-e477-4776-8a11-0e428ce7a1b2,CUST_0144,58.78,2026-02-23 22:51:14.923754
0c1b0bb5-5f78-43f9-8275-7624a94041a7,CUST_0025,220.79,2026-03-27 13:42:14.923754
0a5a9c63-dcbe-4b02-8f3d-6156bc179455,CUST_0054,57.8,2025-05-18 01:12:14.923754
27f89208-a000-4203-b372-f8ab72604a75,CUST_0156,28.58,2025-05-31 09:51:14.923754
b0b6c5a7-2acd-485d-9f85-ea15f28c1eaa,CUST_0073,51.48,2025-10-19 12:16:14.923754
51267b69-699c-47df-b2a4-72389262f820,CUST_0120,29.12,2025-05-20 01:23:14.923754
563533a8-8a22-48ab-b444-4285e1b60a40,CUST_0056,99.73,2026-01-02 02:47:14.923754
78d8ed32-743c-4f68-ac13-393ec79aa897,CUST_0065,26.87,2026-04-28 15:09:14.923754
95143c71-c6ce-40f6-8590-d631117bb037,CUST_0093,32.77,2025-11-11 01:23:14.923754
9baac09d-ffee-4b10-883b-f446f329eda5,CUST_0086,174.5,2025-09-07 18:55:14.923754
0fc4959d-a12c-4f00-89c7-2a999bbf5e41,CUST_0080,25.32,2025-10-22 00:41:14.923754
e8388de5-7da1-4c0c-96cf-84e95a031754,CUST_0169,12.86,2026-02-19 07:54:14.923754
4ed13845-7cdb-42b7-9369-f3c65b2c4b8b,CUST_0108,60.04,2025-07-07 01:03:14.923754
f84dcd72-f3f1-45f2-bcb7-406ac6e5937e,CUST_0179,38.07,2025-11-04 22:13:14.923754
b2458662-53f4-4cb3-8f10-9749952f6891,CUST_0118,91.05,2026-02-26 12:45:14.923754
d71e6c0f-afed-4719-8c9a-ee4a729cc645,CUST_0199,75.0,2025-10-11 23:50:14.923754
142aa6a2-bca0-4bb6-8976-2f7fac3a0f13,CUST_0157,52.88,2026-02-11 05:56:14.923754
448cbe3f-659b-4235-ae8e-39b1cc3d7d38,,51.36,2026-03-09 20:11:14.923754
ed0aa4c6-4e54-43ee-b371-f8b587bc907f,CUST_0147,26.16,2025-06-22 08:18:14.923754
d4cfc876-5980-4311-933d-a446952aeed4,CUST_0194,59.34,2025-06-09 01:13:14.923754
fad8c4b0-2aa3-44b7-b1ea-45dc60432d10,CUST_0169,131.8,2025-05-27 05:20:14.923754
ec8c9f56-90aa-487b-a744-5c6390b68b62,CUST_0173,20.63,2025-06-19 10:43:14.923754
d51aadda-03d6-4ee4-bb87-a6ff427bb903,CUST_0015,54.3,2026-03-31 06:09:14.923754
53464fd6-624b-4a96-9184-2e1d5b026bf9,CUST_0131,154.22,2025-10-03 10:14:14.923754
0b45337c-b586-4b1b-b719-d4dd3d25096f,CUST_0139,90.51,2025-10-03 23:25:14.923754
fe8c8c3a-8d5d-4530-aad4-9a7a8372acce,CUST_0181,-202.24,2026-02-26 20:45:14.923754
b705678e-fb58-41e1-b104-06d5d6b58711,CUST_0174,30.93,2025-07-04 20:21:14.923754
6359b68a-0c60-4d6f-8bb5-ba5fdab4607d,,8.75,2025-07-11 20:12:14.923754
371b637a-4726-4c6d-a674-f57db365b924,CUST_0057,66.73,2025-11-10 07:29:14.923754
d742ec0f-37bc-44e7-b5d2-7c6e49087356,CUST_0146,78.46,2026-02-09 20:06:14.923754
c5c0ac1a-e096-470f-886b-fb157526f1ce,CUST_0179,214.52,2025-08-22 22:31:14.923754
4f9600e7-0a90-41f6-981c-1705e25e30d3,CUST_0128,179.14,2025-07-06 10:07:14.923754
14d2258c-4ed3-4c19-8cbb-6096bbc6cd35,CUST_0048,93.39,2025-05-19 04:27:14.923754
1b04b554-4333-4d3b-a5d1-a73898d4c038,CUST_0194,117.38,2026-01-31 10:55:14.923754
575c8165-a7ac-4421-bc45-ff8d92a9ec12,CUST_0136,45.07,2026-04-29 12:58:14.923754
d958877d-a254-4200-8883-c7d53aee16a0,CUST_0022,16.13,2026-03-21 06:15:14.923754
e4f65f09-1880-4a4f-a441-48b5381a20ea,CUST_0006,61.42,2025-10-05 11:13:14.923754
1adf65b1-eb80-445a-be7e-9cabd5fdcb63,CUST_0185,-145.85,2025-09-15 07:53:14.923754
4f0a0297-4d98-404f-8c38-7536f1d1d289,CUST_0104,105.25,2025-10-08 15:19:14.923754
c6226be2-b42f-4642-9c22-6759cb8825c0,CUST_0036,125.69,2026-03-29 16:51:14.923754
7cf6b5ec-f495-461e-9241-b18312bdc715,CUST_0079,35.6,2025-07-11 20:49:14.923754
dfd60508-762f-4ac1-8563-c2a810f0e1ca,,41.87,2025-12-29 18:46:14.923754
ea905f50-618d-42e9-aa26-406fac9dd1b6,CUST_0057,88.54,2025-09-18 06:35:14.923754
eafc8bdf-8352-416f-a6c6-bb561bb05ebc,CUST_0049,-31.61,2025-09-19 23:10:14.923754
3572e1f8-4090-4cb7-99c1-4126fad467c1,CUST_0173,32.6,2026-02-28 20:11:14.923754
38640ad7-ea4c-44d1-a548-3d0d755ca83d,CUST_0082,73.55,2025-08-11 06:08:14.923754
64de615f-9751-4454-93d8-7b19d68255e4,CUST_0066,116.85,2026-02-10 04:28:14.923754
726b6449-0228-412c-9886-2f5cbe76ef73,CUST_0077,-44.72,2026-02-16 20:26:14.923754
22b02bfe-ba43-4e08-8000-bd1ff9dc7ac2,CUST_0045,17.06,2025-07-29 14:14:14.923754
a23ee000-d404-46e0-baf8-f65b992bc48d,CUST_0079,26.16,2025-08-08 11:51:14.923754
79ab61a4-9b00-47f5-a5fb-90165970e4e8,CUST_0020,66.93,2025-07-22 13:12:14.923754
2c453903-8d4f-49ae-87af-8a25425f3dda,CUST_0192,66.12,2025-08-16 12:15:14.923754
aa7f492d-2fcd-42aa-9f9d-7f5db2a44368,CUST_0123,69.49,2025-12-04 13:49:14.923754
292fbec1-fa3f-4967-97a3-f63dd9cefadb,CUST_0067,91.95,2026-04-20 04:59:14.923754
ca118ed7-b7b9-4775-a89f-067dc898fc1f,CUST_0083,54.92,2026-02-27 02:46:14.923754
9baddba6-626d-42fb-850e-834f19b969be,CUST_0003,71.17,2026-01-19 08:17:14.923754
2aae45e7-d858-4ab5-bb22-319066aa10ca,CUST_0182,52.19,2026-04-04 01:57:14.923754
2df9271d-ee96-4b8d-b836-9c3223d88d2e,CUST_0064,172.21,2025-11-10 08:21:14.923754
b6f09361-bac8-40c0-be4f-b20093132b13,CUST_0040,228.68,2025-10-07 23:19:14.923754
a6ce35d0-51aa-4166-aa29-23bce36703cf,CUST_0059,16.63,2026-04-04 10:27:14.923754
52ce2ca6-be18-4952-94e9-61970ba0bcfb,CUST_0183,42.3,2025-05-30 21:39:14.923754
3968f6e9-9088-4ffd-ac53-deacefef7305,CUST_0062,56.41,2026-01-16 00:12:14.923754
5b4eba4e-46ec-4442-bfdf-bbaf12ce1091,CUST_0132,-41.81,2025-10-21 17:47:14.923754
bf2eb60f-f256-41ff-a89e-5419cff84c3e,CUST_0060,327.97,2025-11-08 01:23:14.923754
abd679ec-ee8d-4a12-9a98-03271d0f0a5b,CUST_0116,68.3,2025-06-15 23:14:14.923754
ba660df1-6e2b-4902-a6b6-6b29b917f428,CUST_0075,24.4,2025-08-23 09:26:14.923754
32bcc836-d569-40c6-b800-8e76bf4c1d23,CUST_0122,99.13,2025-07-17 23:03:14.923754
9511b0fb-91bc-4127-9598-33bd2f939de3,CUST_0107,71.59,2026-04-09 09:07:14.923754
1be70d99-0f00-47cf-97fc-2079f09093dc,CUST_0096,74.01,2026-02-23 10:35:14.923754
57f99180-5ccc-4e2c-a890-bb8694f5fbe8,CUST_0091,332.91,2025-08-17 11:25:14.923754
9a223e63-0c44-474c-9746-2ee2ab7b2e68,CUST_0158,77.54,2026-01-22 17:13:14.923754
5b8b7b7c-fbaf-4467-8cab-8d57b8a73acc,CUST_0130,40.3,2025-06-18 20:40:14.923754
e8ea504b-72d2-4841-9c7d-ef8d65f6548e,CUST_0062,-7.73,2025-08-12 05:52:14.923754
b1c4f82d-aa8a-47a6-b041-3b1f1a1f4c96,CUST_0049,46.27,2025-08-12 00:14:14.923754
296ab862-5c07-4772-992c-f9b346f397ee,CUST_0137,201.54,2025-08-27 04:27:14.923754
6621f673-346a-4c8a-8cfe-e58b9dfda930,CUST_0092,49.84,2026-03-24 19:13:14.923754
82f97f78-e70d-4816-8a08-6f7ce9a7d500,CUST_0159,5.81,2025-07-28 21:59:14.923754
6f5f360f-4a8c-41a8-bf39-e0d87d8ca1a2,CUST_0124,33.17,2025-12-17 19:20:14.923754
38d054e9-4d10-4968-a6ca-10345a5d0ce9,CUST_0061,-147.33,2025-10-25 08:00:14.923754
33ec3f02-70d4-4d77-8396-00a1c1137b88,CUST_0048,94.24,2025-11-22 01:12:14.923754
cca1a5d4-7ded-4f7c-a06b-746b7a699864,CUST_0153,23.57,2025-08-21 13:59:14.923754
1c42ec10-6ca4-4093-a1fb-4d4a920a160d,CUST_0164,31.02,2025-08-18 21:46:14.923754
0f54b4f6-d66e-4935-b673-457b9a7d8d70,CUST_0136,36.21,2025-11-20 02:35:14.923754
62a6d0fb-37fa-45dd-99ef-6295655326f0,CUST_0058,28.14,2025-11-13 10:46:14.923754
421e0ce6-f09a-47ff-919c-7611b4369d94,CUST_0101,7.17,2025-12-17 01:04:14.923754
f8fdca58-5914-4256-9bfc-13bae4ae654c,CUST_0112,-117.17,2026-02-24 15:12:14.923754
56204e63-4038-46e6-967b-759796cebb8e,CUST_0173,191.92,2025-07-15 18:11:14.923754
d3d1aa76-9c10-4efc-b9a6-7d4f24abd30f,CUST_0062,11.96,2025-12-17 19:36:14.923754
4cdfc8c6-1cfa-4d92-ab01-3a920fea4020,CUST_0039,189.4,2025-11-17 17:12:14.923754
fce3bb98-755e-43a0-875a-a2b4bc4a0eaf,CUST_0058,49.25,2025-08-22 10:04:14.923754
e286f275-ba79-4543-a251-3d4d51fd1a00,CUST_0099,185.89,2025-07-29 06:30:14.923754
425c530d-0269-49a4-92d1-5cccbc3e3a9d,CUST_0192,56.71,2026-02-22 11:54:14.923754
77f3fa3f-cbb0-48df-a462-491aa05e8012,CUST_0044,62.52,2025-07-05 17:21:14.923754
45a15acf-703e-4bc8-a4c6-03b6fe6473a4,CUST_0029,79.24,2025-10-05 18:28:14.923754
51764258-a579-496d-822f-e13f74788d89,CUST_0059,24.78,2025-08-21 09:48:14.923754
4ba30f65-4634-48f6-8de4-059987488c5a,CUST_0071,180.31,2025-07-06 20:39:14.923754
7081e681-8507-4d65-9017-55e85fd4cbd0,CUST_0092,17.79,2025-07-10 05:08:14.923754
ab9e96fa-2267-4de1-9134-d27177c56415,CUST_0009,-36.52,2025-11-11 08:21:14.923754
27ebabbc-8b26-4ac8-96cf-30ed4a4d3b40,CUST_0127,92.23,2025-12-23 02:58:14.923754
440b33f4-ac7a-4682-8a9a-ec350658f22e,CUST_0134,32.81,2025-12-15 08:34:14.923754
77283846-168f-4b77-9b5b-5eb22114b0da,CUST_0157,118.81,2025-10-07 12:35:14.923754
11e4f442-ffcf-48cb-a967-9e2f615d8083,CUST_0186,216.13,2025-05-23 08:21:14.923754
7521dcc6-2d63-49dd-8470-bce3b489f923,CUST_0145,150.29,2026-01-22 03:30:14.923754
9623c45b-4dd7-4d5f-bf1c-98e1584967c1,CUST_0144,7.88,2025-11-04 11:03:14.923754
826cbcd8-b2f1-4e31-8592-0e21977285ef,CUST_0131,61.92,2025-10-31 07:13:14.923754
e71f88dc-7198-4e2f-872a-82b4a3f99ad2,CUST_0021,152.73,2026-02-20 23:28:14.923754
a0b9033a-de8a-4087-8c34-d7044b8a58ca,CUST_0064,14.63,2025-06-12 03:01:14.923754
30ee42c2-d66f-451a-985d-cc18bba8afa5,,112.57,2026-04-18 06:11:14.923754
718c5d89-988d-4d2a-853a-81c06412cdec,CUST_0036,106.43,2026-05-13 22:45:14.923754
6a789ee2-d65a-4bf4-b60b-6a2c31333aa9,CUST_0062,16.25,2025-10-06 04:48:14.923754
e66f934b-f0fa-461d-a648-43e1b0692845,CUST_0170,125.74,2026-03-11 01:59:14.923754
03df9cf3-8776-402a-a7ce-d83cabbd74b0,CUST_0076,71.71,2025-07-23 17:07:14.923754
c01c7915-e0e8-47a2-937b-31167364bfd4,CUST_0170,104.62,2025-11-12 04:50:14.923754
59d53a8e-0f52-4b5f-8800-a05f72ccf927,CUST_0189,20.77,2025-12-02 17:02:14.923754
f347167a-b4b2-4b1f-a461-7f6d9e3cb067,CUST_0013,63.44,2025-09-17 01:08:14.923754
5f71da3c-9c1d-4e94-9b30-bed8b681abf7,CUST_0011,9.93,2025-10-02 15:51:14.923754
dca58562-7be5-4ce1-a114-2bcde29cf8b7,CUST_0054,5.6,2025-09-17 17:51:14.923754
f4b5a84f-100d-4764-ba86-1db7ae2d44f0,CUST_0016,62.85,2026-03-27 07:02:14.923754
362748da-f587-4478-9ed3-71fb38b191b0,,164.12,2025-05-15 00:36:14.923754
c54cfc88-75de-4e9c-9ee4-daefa3ce333c,CUST_0104,-70.31,2026-04-27 14:48:14.923754
79cf83b2-157e-4b3b-b8d9-668217f0024d,CUST_0059,51.24,2026-03-21 23:01:14.923754
afd83819-c035-4a96-bdfe-00a4f68f00a3,CUST_0057,45.26,2025-09-08 04:21:14.923754
6d954f2a-46e2-4fb9-8d09-3ea1bec09248,CUST_0040,21.27,2025-06-27 10:55:14.923754
1c8b71d4-09a2-4650-809e-70d7585651f2,CUST_0187,-43.73,2025-11-03 12:44:14.923754
bc87188f-495d-457d-b59f-30c00839cdbf,CUST_0130,83.24,2025-08-02 19:44:14.923754
a883f033-fc9b-4615-9544-8b9b7661d909,CUST_0094,35.33,2025-12-03 02:59:14.923754
0893cb52-d40e-4a82-8b36-3b6c6e1b830e,,115.65,2025-12-27 16:43:14.923754
a9aa4e1f-3f5f-4bda-8916-0c5854e5055a,CUST_0044,-66.42,2025-06-30 07:12:14.923754
d3d16215-b75f-47fb-8aaf-51b18d9538fc,CUST_0139,-74.96,2025-05-28 12:54:14.923754
64e087de-628e-4adb-8931-9a8da170cc7c,CUST_0080,132.78,2025-05-15 19:17:14.923754
8b7eae87-c623-433c-96f4-c2ce79c00fda,CUST_0081,32.24,2026-01-28 13:46:14.923754
e2bff033-0ad2-4205-a8d2-fc32a85bf21d,CUST_0002,105.57,2025-05-26 07:55:14.923754
60f59bfb-16a5-47a4-9892-461953f28f35,CUST_0178,37.1,2026-02-10 06:01:14.923754
5188ddcb-c894-492d-b90e-c279d18e2bbd,CUST_0140,76.67,2025-10-17 18:31:14.923754
25aa5a28-c875-45c1-8254-c7c17f62e0af,,28.62,2025-09-13 01:49:14.923754
bb5cf810-015b-4e17-ae14-04cb2e56f091,CUST_0090,21.96,2025-09-27 15:51:14.923754
5bc2ecd6-c3df-4e46-aad3-8e2565e14bb5,,-59.85,2025-12-20 03:04:14.923754
2e44cca9-6f14-42ff-9ce9-6ecb34d98e55,CUST_0146,8.29,2025-12-28 19:40:14.923754
67e60708-755c-4c39-8195-726a387c97fb,CUST_0062,40.6,2025-11-30 23:16:14.923754
1bb221df-f097-41a6-86ae-b0227826dbdf,CUST_0113,10.95,2025-12-12 10:51:14.923754
ec2825bc-30c0-4862-ba69-a4b9876cef3b,CUST_0128,119.01,2026-01-09 11:09:14.923754
25ace4b4-2208-4547-9682-25dbfef09a6e,CUST_0062,156.04,2025-06-18 03:41:14.923754
601a249d-f3de-4198-9368-0f7e17fbbcd4,CUST_0038,23.01,2026-01-25 03:10:14.923754
64ce4723-cb8c-4e44-9119-ab392cea2f7a,CUST_0195,83.79,2025-05-24 21:53:14.923754
